,houseName,roomType,area,toward,floor,year,address,price,unitPrice,region
225,荣盛商汇 ,2室1厅,52.78平米,南,中楼层(共6层),板楼,沙太北,53,单价10042元/平米,天河
226,美好居 ,2室2厅,77.82平米,北,高楼层(共19层),1998年建塔楼,车陂,325,单价41764元/平米,天河
227,兴禺大厦 ,4室2厅,94.28平米,南,低楼层(共33层),2002年建塔楼,粤垦,330,单价35003元/平米,天河
228,华建小区 ,4室2厅,123平米,西南,中楼层(共17层),2001年建塔楼,天河公园,620,单价50407元/平米,天河
229,星汇园 ,4室2厅,113平米,北,中楼层(共32层),2002年建塔楼,珠江新城西,830,单价73452元/平米,天河
230,信成小区 ,3室2厅,84平米,南,中楼层(共8层),1995年建塔楼,体育中心,515,单价61310元/平米,天河
231,协和新世界 ,3室2厅,109平米,南 北,中楼层(共33层),2003年建塔楼,天河北,745,单价68349元/平米,天河
232,荟雅苑 ,3室2厅,95平米,东南,中楼层(共31层),2000年建塔楼,天河北,660,单价69474元/平米,天河
233,骏景花园 ,2室2厅,76平米,北,低楼层(共12层),2000年建塔楼,棠下,385,单价50658元/平米,天河
234,华景新城翠安侬苑 ,5室3厅,256平米,东南,高楼层(共32层),2002年建塔楼,华景新城,1280,单价50000元/平米,天河
235,穗乐花园 ,2室1厅,72.31平米,北,中楼层(共8层),1990年建塔楼,员村,298,单价41212元/平米,天河
236,天成大厦 ,2室2厅,67.5平米,西南,高楼层(共32层),2002年建塔楼,龙口西,390,单价57778元/平米,天河
237,远洋明苑 ,2室2厅,81平米,西南,低楼层(共18层),2004年建塔楼,东圃,335,单价41359元/平米,天河
238,富力院士庭 ,2室2厅,79.42平米,东北,低楼层(共24层),2008年建塔楼,东莞庄,350,单价44070元/平米,天河
239,星汇园 ,2室2厅,94平米,东北,中楼层(共32层),2002年建塔楼,珠江新城西,750,单价79788元/平米,天河
240,棠德花园 ,2室1厅,64.79平米,南,低楼层(共9层),1997年建塔楼,棠下,226,单价34882元/平米,天河
241,金燕花园 ,3室2厅,98.77平米,南,高楼层(共26层),2002年建塔楼,粤垦,410,单价41511元/平米,天河
242,骏景花园 ,2室2厅,89平米,南,中楼层(共12层),2000年建塔楼,棠下,468,单价52585元/平米,天河
243,穗园小区 ,3室1厅,87平米,西北,高楼层(共30层),2000年建塔楼,天润路,520,单价59771元/平米,天河
244,易丰大厦 ,2室1厅,62.74平米,西,中楼层(共18层),2010年建塔楼,天河公园,335,单价53395元/平米,天河
245,金燕花园 ,3室2厅,83.48平米,东南,中楼层(共26层),2004年建塔楼,粤垦,360,单价43125元/平米,天河
246,金富苑 ,3室2厅,95.4平米,南 北,高楼层(共9层),1999年建塔楼,天润路,535,单价56080元/平米,天河
247,华景新城陶然庭园 ,2室1厅,77平米,东北,高楼层(共35层),2007年建塔楼,华景新城,395,单价51299元/平米,天河
248,耀星华庭 ,3室2厅,124.9平米,南,低楼层(共31层),2003年建塔楼,天河北,850,单价68055元/平米,天河
249,伟诚广场 ,3室2厅,90.53平米,西北,低楼层(共25层),2000年建塔楼,天河公园,375,单价41423元/平米,天河
250,华景新城福门阁 ,3室2厅,100平米,西北,高楼层(共9层),1998年建塔楼,华景新城,480,单价48000元/平米,天河
251,翠湖山庄 ,2室1厅,73平米,西南,低楼层(共26层),1999年建塔楼,天河公园,400,单价54795元/平米,天河
252,时代花生二期 ,1室1厅,64.18平米,北,低楼层(共18层),2008年建塔楼,沙太南,290,单价45186元/平米,天河
253,恒安大厦 ,2室1厅,77.79平米,南,高楼层(共29层),1998年建塔楼,员村,380,单价48850元/平米,天河
254,富力天朗明居S区 ,2室2厅,85平米,东,高楼层(共18层),2001年建塔楼,棠下,438,单价51530元/平米,天河
255,华景新城怡华台 ,2室2厅,75.24平米,北,低楼层(共17层),1999年建塔楼,华景新城,420,单价55822元/平米,天河
256,兰亭上东 ,1室1厅,60.42平米,北,中楼层(共23层),2006年建塔楼,员村,330,单价54618元/平米,天河
257,马赛国际公寓 ,1室0厅,70.05平米,西北,中楼层(共33层),2006年建塔楼,珠江新城东,280,单价39972元/平米,天河
258,伍仙花园B区 ,3室2厅,84.92平米,南 北,中楼层(共11层),2002年建塔楼,沙太南,330,单价38861元/平米,天河
259,富力院士庭 ,2室1厅,79.42平米,南,低楼层(共24层),2008年建塔楼,东莞庄,380,单价47847元/平米,天河
260,理想蓝堡国际花园 ,2室1厅,82平米,东北,低楼层(共29层),2004年建塔楼,天河公园,530,单价64635元/平米,天河
261,德埔小区 ,2室2厅,76.26平米,南 北,中楼层(共8层),塔楼,石牌,345,单价45240元/平米,天河
262,昌乐园 ,3室1厅,96平米,东南,低楼层(共8层),1994年建塔楼,员村,468,单价48750元/平米,天河
263,骏景花园 ,6室2厅,256.63平米,南,高楼层(共12层),2000年建塔楼,棠下,1154.9,单价45001元/平米,天河
264,骏景花园 ,3室2厅,106平米,北,低楼层(共13层),2000年建塔楼,棠下,510,单价48114元/平米,天河
265,骏景花园 ,3室2厅,104平米,北,中楼层(共20层),2003年建塔楼,棠下,550,单价52885元/平米,天河
266,东方新世界 ,2室2厅,67.2平米,北,低楼层(共28层),2007年建塔楼,天河公园,420,单价62500元/平米,天河
267,翠湖山庄 ,2室1厅,89平米,西南,高楼层(共19层),1999年建塔楼,天河公园,420,单价47192元/平米,天河
268,历德雅舍 ,1室1厅,82.46平米,北,低楼层(共16层),2005年建塔楼,华景新城,620,单价75188元/平米,天河
269,紫林居 ,2室2厅,75.33平米,南,高楼层(共10层),2000年建塔楼,天河公园,370,单价49118元/平米,天河
270,紫林居 ,2室2厅,75.33平米,南,高楼层(共10层),2000年建塔楼,天河公园,370,单价49118元/平米,天河
271,华景新城逸雅居 ,5室3厅,266平米,南 北,高楼层(共31层),2000年建塔楼,华景新城,1230,单价46241元/平米,天河
272,穗乐花园 ,2室1厅,66.12平米,北,高楼层(共9层),1990年建塔楼,员村,280,单价42348元/平米,天河
273,园田居 ,2室2厅,77平米,南,中楼层(共9层),2000年建塔楼,五山,380,单价49351元/平米,天河
274,加拿大花园 ,3室1厅,97.96平米,东南,高楼层(共6层),1995年建塔楼,华景新城,420,单价42875元/平米,天河
275,帝景苑 ,3室2厅,121.79平米,西北,低楼层(共32层),2000年建塔楼,龙口西,710,单价58298元/平米,天河
276,南雅苑体育东横街 ,2室1厅,67平米,南 北,中楼层(共8层),1992年建塔楼,天河南,390,单价58209元/平米,天河
277,美林海岸花园 ,3室1厅,94平米,西南,高楼层(共12层),2004年建塔楼,员村,560,单价59575元/平米,天河
278,中海康城 ,2室2厅,86平米,南,中楼层(共12层),2002年建塔楼,黄村,368,单价42791元/平米,天河
279,南雅苑体育东横街 ,2室2厅,66.46平米,南,中楼层(共8层),1992年建塔楼,天河南,380,单价57178元/平米,天河
280,华景新城晓景楼 ,2室2厅,80平米,南 北,高楼层(共9层),1995年建塔楼,华景新城,360,单价45000元/平米,天河
281,骏景花园 ,3室2厅,78平米,北,低楼层(共19层),2003年建塔楼,棠下,400,单价51283元/平米,天河
282,六运小区 ,2室0厅,67.12平米,南,低楼层(共8层),塔楼,天河南,580,单价86413元/平米,天河
283,中科院化学所 ,3室1厅,64平米,南 北,中楼层(共5层),板楼,长兴,230,单价35938元/平米,天河
284,棠德花园 ,2室1厅,54平米,南,中楼层(共9层),1997年建塔楼,棠下,175,单价32408元/平米,天河
285,先烈东路沙河西街 ,2室1厅,63.7平米,西,高楼层(共9层),塔楼,沙河,180,单价28258元/平米,天河
286,省水科院 ,3室2厅,88平米,南,高楼层(共9层),1989年建塔楼,天润路,500,单价56819元/平米,天河
287,龙口花苑希尔顿阳光 ,3室2厅,118平米,西北,中楼层(共27层),2002年建塔楼,龙口西,830,单价70339元/平米,天河
288,华苑大厦 ,3室2厅,117平米,东南,中楼层(共30层),1998年建塔楼,体育中心,590,单价50428元/平米,天河
289,邮通小区 ,2室2厅,60.72平米,南 北,高楼层(共6层),1998年建塔楼,华景新城,310,单价51055元/平米,天河
290,理想青年荟 ,1室2厅,46平米,东南,低楼层(共21层),2007年建塔楼,天河公园,400,单价86957元/平米,天河
291,发源楼 ,2室2厅,53平米,南,高楼层(共10层),1996年建塔楼,员村,198,单价37359元/平米,天河
292,高胜花园 ,2室2厅,73.55平米,东南,高楼层(共9层),2000年建塔楼,东莞庄,258,单价35079元/平米,天河
293,芳草园 ,3室2厅,92平米,南,低楼层(共30层),2004年建塔楼,天河北,660,单价71740元/平米,天河
294,宝翠园 ,4室2厅,186平米,南,低楼层(共12层),塔楼,龙洞,900,单价48388元/平米,天河
295,加拿大花园 ,3室2厅,104平米,西北,低楼层(共25层),1995年建塔楼,华景新城,430,单价41347元/平米,天河
296,美林海岸花园 ,2室1厅,69.91平米,东南,低楼层(共12层),2004年建塔楼,员村,405,单价57932元/平米,天河
297,天平花苑 ,3室2厅,91.59平米,东 西,低楼层(共9层),1996年建塔楼,沙太南,285,单价31117元/平米,天河
298,泰然楼 ,3室2厅,105.67平米,南,高楼层(共10层),1998年建塔楼,天河公园,332,单价31419元/平米,天河
299,华港花园 ,3室2厅,102.95平米,南,低楼层(共30层),2004年建塔楼,天河公园,665,单价64595元/平米,天河
300,芳草园 ,3室2厅,109平米,南,低楼层(共30层),2004年建塔楼,天河北,750,单价68808元/平米,天河
301,骏景花园 ,4室2厅,129平米,南,高楼层(共13层),2000年建塔楼,棠下,690,单价53489元/平米,天河
302,东方之珠花园 ,3室2厅,123平米,西北,中楼层(共28层),2004年建塔楼,天河北,680,单价55285元/平米,天河
303,华景新城逸馨居 ,3室2厅,107.2平米,东南,低楼层(共31层),2000年建塔楼,华景新城,518,单价48321元/平米,天河
304,濂泉路沙东大街 ,2室1厅,46.8平米,南 北,高楼层(共7层),塔楼,沙河,95,单价20300元/平米,天河
305,旭景家园A区 ,3室2厅,87平米,南,高楼层(共15层),2002年建塔楼,东圃,365,单价41955元/平米,天河
306,广东工业大学五山教师村 ,3室1厅,83.07平米,南,低楼层(共16层),2001年建塔楼,东莞庄,460,单价55375元/平米,天河
307,金穗大厦 ,2室1厅,93平米,西北,低楼层(共33层),1997年建塔楼,体育中心,450,单价48388元/平米,天河
308,水荫路永福正街 ,2室1厅,60平米,南 北,高楼层(共7层),塔楼,水荫,180,单价30000元/平米,天河
309,怡苑 ,2室2厅,109.63平米,东南,低楼层(共14层),1997年建塔楼,体育中心,890,单价81183元/平米,天河
310,华景新城陶然庭园 ,2室2厅,75.88平米,北,中楼层(共35层),2007年建塔楼,华景新城,405,单价53374元/平米,天河
311,德荣小区 ,3室2厅,117.4平米,南 北,中楼层(共8层),1995年建塔楼,龙口西,640,单价54515元/平米,天河
312,南雅苑体育东横街 ,2室1厅,78.26平米,东北,低楼层(共18层),1992年建塔楼,天河南,490,单价62612元/平米,天河
313,华景新城芳满庭园 ,1室1厅,40.1平米,东,高楼层(共36层),2005年建塔楼,华景新城,290,单价72320元/平米,天河
314,名雅苑 ,2室2厅,134平米,西北,中楼层(共18层),2000年建塔楼,体育中心,1000,单价74627元/平米,天河
315,棠德花园 ,2室2厅,76平米,东,低楼层(共29层),1997年建塔楼,棠下,268,单价35264元/平米,天河
316,五山花园 ,1室2厅,60.97平米,南 北,高楼层(共15层),1999年建塔楼,五山,345,单价56586元/平米,天河
317,丰兴广场 ,3室2厅,124.55平米,东,中楼层(共32层),1997年建塔楼,天河南,680,单价54597元/平米,天河
318,五山花园 ,2室1厅,61.81平米,东 西,中楼层(共8层),塔楼,五山,350,单价56626元/平米,天河
319,燕塘广场 ,3室2厅,90平米,东北,高楼层(共9层),1998年建塔楼,粤垦,380,单价42223元/平米,天河
320,德欣小区天河东路 ,2室2厅,76.45平米,南 北,中楼层(共8层),1994年建塔楼,石牌,380,单价49706元/平米,天河
321,员村四横路5号大院 ,3室1厅,85.88平米,南 北,中楼层(共9层),1991年建塔楼,员村,328,单价38193元/平米,天河
322,橡树园 ,2室2厅,85.98平米,西北,高楼层(共9层),2006年建塔楼,沙太南,343,单价39893元/平米,天河
323,伟诚广场 ,3室1厅,72.45平米,西北,高楼层(共25层),2000年建塔楼,天河公园,360,单价49690元/平米,天河
324,珠江俊园 ,3室2厅,123平米,东,中楼层(共28层),2007年建塔楼,华景新城,760,单价61789元/平米,天河
325,中怡城市花园 ,1室0厅,41.9平米,北,高楼层(共33层),2004年建塔楼,天河北,335.2,单价80000元/平米,天河
326,保利中心108公馆 ,3室2厅,98.32平米,西南,低楼层(共32层),2009年建塔楼,珠江新城西,835,单价84927元/平米,天河
327,华南理工大学宿舍南秀村 ,3室2厅,93平米,南 北,低楼层(共9层),2003年建塔楼,东莞庄,520,单价55914元/平米,天河
328,华景新城逸悦居 ,3室2厅,94.5平米,北,高楼层(共31层),2000年建塔楼,华景新城,550,单价58202元/平米,天河
329,华景新城怡华台 ,3室2厅,91平米,东 西,低楼层(共18层),1999年建塔楼,华景新城,530,单价58242元/平米,天河
330,绿佳花园 ,2室2厅,74平米,南,中楼层(共12层),1998年建塔楼,东莞庄,359,单价48514元/平米,天河
331,马赛国际公寓 ,1室0厅,61平米,西北,低楼层(共33层),2006年建塔楼,珠江新城东,270,单价44263元/平米,天河
332,建业路华翠街 ,3室2厅,96平米,东南,低楼层(共9层),1990年建塔楼,天河公园,500,单价52084元/平米,天河
333,金燕花园 ,3室1厅,82平米,西北,中楼层(共16层),2004年建塔楼,粤垦,340,单价41464元/平米,天河
334,东河苑 ,3室1厅,85.5平米,西,中楼层(共9层),2006年建塔楼,体育中心,365,单价42691元/平米,天河
335,翰景轩 ,2室2厅,75平米,北,高楼层(共16层),2005年建塔楼,五山,400,单价53334元/平米,天河
336,天一新村 ,2室1厅,73平米,北,高楼层(共9层),2008年建塔楼,东莞庄,450,单价61644元/平米,天河
337,芳草园 ,2室2厅,92.1平米,南,高楼层(共30层),2004年建塔楼,天河北,700,单价76005元/平米,天河
338,建丰大厦 ,3室1厅,95.33平米,西北,中楼层(共25层),1997年建塔楼,天河南,450,单价47205元/平米,天河
339,中海康城 ,2室2厅,75平米,东南,高楼层(共21层),2003年建塔楼,黄村,340,单价45334元/平米,天河
340,星河苑 ,2室1厅,59.94平米,南,高楼层(共9层),1993年建塔楼,沙河,185,单价30865元/平米,天河
341,翠湖山庄 ,3室1厅,111平米,西,低楼层(共17层),1999年建塔楼,天河公园,530,单价47748元/平米,天河
342,棠德花园 ,2室1厅,64平米,南,高楼层(共9层),1997年建塔楼,棠下,190,单价29688元/平米,天河
343,骏景花园 ,2室2厅,89.07平米,北,中楼层(共12层),2000年建塔楼,棠下,450,单价50523元/平米,天河
344,东方新世界 ,2室2厅,89平米,北,中楼层(共26层),2007年建塔楼,天河公园,640,单价71911元/平米,天河
345,德荣小区 ,2室2厅,93平米,北,中楼层(共18层),1995年建塔楼,龙口西,558,单价60000元/平米,天河
346,华南理工大学宿舍南秀村 ,3室2厅,93平米,南 北,低楼层(共9层),2003年建塔楼,东莞庄,520,单价55914元/平米,天河
347,华景新城怡华台 ,3室2厅,91平米,东 西,低楼层(共18层),1999年建塔楼,华景新城,530,单价58242元/平米,天河
348,棠德花园 ,3室1厅,93.3平米,西南,高楼层(共29层),1997年建塔楼,棠下,388,单价41587元/平米,天河
349,易丰大厦 ,2室1厅,62.7平米,东,中楼层(共18层),2010年建塔楼,天河公园,400,单价63796元/平米,天河
350,华景新城芳满庭园 ,1室1厅,40平米,东,低楼层(共36层),2005年建塔楼,华景新城,273,单价68250元/平米,天河
351,华景新城逸悦居 ,3室2厅,94.5平米,北,高楼层(共31层),2000年建塔楼,华景新城,550,单价58202元/平米,天河
352,赛拉维 ,3室2厅,107平米,东,19层,2008年建塔楼层,员村,625,单价58412元/平米,天河
353,易丰大厦 ,1室0厅,42平米,东北,中楼层(共18层),2010年建塔楼,天河公园,225,单价53572元/平米,天河
354,环宇大厦 ,1室1厅,58平米,南,中楼层(共13层),1995年建塔楼,石牌,290,单价50000元/平米,天河
355,星汇云锦 ,1室1厅,86平米,西南,低楼层(共45层),2010年建塔楼,珠江新城西,700,单价81396元/平米,天河
356,员村公安宿舍 ,2室2厅,77.45平米,北,中楼层(共9层),2000年建塔楼,员村,340,单价43900元/平米,天河
357,嘉裕公馆 ,3室2厅,122.66平米,南,低楼层(共33层),塔楼,珠江新城中,1160,单价94571元/平米,天河
358,天隆花苑 ,3室2厅,102平米,南,高楼层(共25层),2000年建塔楼,天润路,520,单价50981元/平米,天河
