,area,street,community,introduction,room_type,acreage,price,unit_price,toward,decoration,elevator,floor,year,follow,visit,release_time,url
102,天河,华景新城,华景新城陶然庭园 ,华景陶然庭苑 东南向三房 精装修 户型好,3室2厅,92.84平米,530,单价57088元/平米,东南,精装,有电梯,低楼层(共36层),2006年建塔楼,14人关注,共18次带看,8个月以前发布,https://gz.lianjia.com/ershoufang/GZ0004184998.html
103,天河,体育中心,侨景大厦 ,侨景大厦  精装修3房 采光好，看房方便,3室2厅,100平米,700,单价70000元/平米,东,其他,-,低楼层(共18层),1996年建塔楼,2人关注,共19次带看,2个月以前发布,https://gz.lianjia.com/ershoufang/GZ0004125065.html
104,天河,棠下,骏景花园 ,骏景花园 3+1户型 采光视野好,4室2厅,122平米,580,单价47541元/平米,北,精装,有电梯,高楼层(共12层),2000年建塔楼,37人关注,共2次带看,7个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003248194.html
105,天河,五山,半山雍景苑 ,半山雍景苑 实用三房 装修新正 安静舒适,3室2厅,97.94平米,445,单价45436元/平米,东南,精装,有电梯,低楼层(共16层),2000年建塔楼,82人关注,共2次带看,11个月以前发布,https://gz.lianjia.com/ershoufang/GZ0002838204.html
106,天河,珠江新城中,中海璟晖华庭 ,中海璟晖华庭 方正三房 小区环境和管理好,3室2厅,118.28平米,1100,单价93000元/平米,北,精装,有电梯,中楼层(共32层),2007年建塔楼,10人关注,共2次带看,7个月以前发布,https://gz.lianjia.com/ershoufang/GZ0004036070.html
107,天河,棠下,阳光假日园1 ,阳光假日园 两居室 安静望花园,2室2厅,78.29平米,376,单价48027元/平米,西,精装,有电梯,中楼层(共16层),2009年建塔楼,12人关注,共5次带看,1个月以前发布,https://gz.lianjia.com/ershoufang/GZ0004110388.html
108,天河,珠江新城西,星汇云锦 ,星汇云锦 一房一厅 保养好,1室2厅,87平米,640,单价73564元/平米,西北,精装,有电梯,低楼层(共45层),2010年建塔楼,8人关注,共4次带看,1个月以前发布,https://gz.lianjia.com/ershoufang/GZ0004247079.html
109,天河,粤垦,金燕花园 ,粤垦路金燕花园 电梯三房,3室1厅,83.48平米,350,单价41927元/平米,东南,其他,有电梯,低楼层(共26层),2004年建塔楼,18人关注,共13次带看,3个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003560532.html
110,天河,龙口西,帝景苑 ,天河北 帝景苑 安静舒适 户型方正,3室2厅,121.19平米,735,单价60649元/平米,东北,精装,有电梯,低楼层(共32层),2000年建塔楼,24人关注,共11次带看,6个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003265318.html
111,天河,华景新城,加拿大花园 ,加拿大花园 格局方正，安静2房，,2室2厅,82.41平米,370,单价44898元/平米,南,简装,有电梯,中楼层(共25层),1995年建塔楼,4人关注,共0次带看,8天以前发布,https://gz.lianjia.com/ershoufang/GZ0004309216.html
112,天河,珠江新城东,马赛国际公寓 ,潭村地铁 马赛国际公寓,2室1厅,76平米,380,单价50000元/平米,西南,其他,有电梯,高楼层(共33层),2006年建塔楼,4人关注,共0次带看,14天以前发布,https://gz.lianjia.com/ershoufang/GZ0004251374.html
113,天河,体育中心,侨怡苑 ,侨怡苑 通风采光好 安静舒适,2室1厅,81.04平米,565,单价69719元/平米,东北,其他,无电梯,中楼层(共9层),1992年建塔楼,0人关注,共0次带看,10天以前发布,https://gz.lianjia.com/ershoufang/GZ0004290012.html
114,天河,棠下,棠德花园 ,棠德花园 东向厅出阳台通风采光好 保养新,2室2厅,60.37平米,190,单价31473元/平米,东,其他,无电梯,高楼层(共9层),1997年建塔楼,30人关注,共0次带看,9天以前发布,https://gz.lianjia.com/ershoufang/GZ0004300812.html
115,天河,沙太北,金湖雅苑 ,金湖雅苑 方正三房 装修好,3室2厅,89.85平米,250,单价27825元/平米,南 北,简装,无电梯,高楼层(共9层),1999年建塔楼,5人关注,共0次带看,10天以前发布,https://gz.lianjia.com/ershoufang/GZ0004306318.html
116,天河,沙太南,橡树园 ,橡树园 电梯两房 方正实用 装修好,2室2厅,78.63平米,350,单价44513元/平米,东南,其他,有电梯,低楼层(共16层),2008年建塔楼,1人关注,共0次带看,11天以前发布,https://gz.lianjia.com/ershoufang/GZ0004280540.html
117,天河,天河北,协和新世界 ,协和新世界 南向两房 通风采光佳,2室2厅,77平米,550,单价71429元/平米,南,其他,有电梯,中楼层(共33层),2003年建塔楼,15人关注,共0次带看,4天以前发布,https://gz.lianjia.com/ershoufang/GZ0004335807.html
118,天河,龙口西,金海花园 ,金海花园 电梯中层 实用北向两房,2室2厅,72平米,469,单价65139元/平米,北,简装,有电梯,中楼层(共10层),2002年建塔楼,48人关注,共27次带看,2个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003761146.html
119,天河,棠下,富力天朗明居S区 ,富力天朗明居 精装两房 南向采光好,2室1厅,70平米,298,单价42572元/平米,南,简装,有电梯,低楼层(共18层),2001年建塔楼,166人关注,共50次带看,3个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003787909.html
120,天河,龙口西,金海花园 ,金海花园 电梯中层 实用北向两房,2室2厅,72平米,469,单价65139元/平米,北,简装,有电梯,中楼层(共10层),2002年建塔楼,48人关注,共27次带看,2个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003761146.html
121,天河,粤垦,瑞心苑 ,粤垦路瑞心苑 电梯两房 通风采光好,2室2厅,77平米,340,单价44156元/平米,东南,简装,有电梯,低楼层(共11层),2000年建塔楼,13人关注,共4次带看,6个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003227656.html
122,天河,天河南,广利路 ,两房 交通便利 户型方正 通透采光好,2室1厅,81平米,400,单价49383元/平米,南,其他,-,中楼层(共9层),塔楼,25人关注,共3次带看,10个月以前发布,https://gz.lianjia.com/ershoufang/GZ0002980575.html
123,天河,华景新城,华景新城泽晖苑 ,华景新城泽晖苑 小区环境好 安静舒适,3室2厅,118平米,640,单价54238元/平米,西南,其他,有电梯,低楼层(共10层),1999年建塔楼,8人关注,共0次带看,5个月以前发布,https://gz.lianjia.com/ershoufang/GZ0004231222.html
124,天河,沙太南,伍仙花园B区 ,伍仙花园 方正两房 中楼层,3室1厅,84.64平米,340,单价40171元/平米,东南,其他,有电梯,低楼层(共11层),2002年建塔楼,3人关注,共1次带看,2个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003834794.html
125,天河,天河公园,隽园 ,隽园 3室2厅 550万,3室2厅,77.57平米,550,单价70904元/平米,东北,简装,有电梯,高楼层(共31层),2007年建塔楼,4人关注,共0次带看,5个月以前发布,https://gz.lianjia.com/ershoufang/GZ0004218655.html
126,天河,华景新城,华景新城陶然庭园 ,华景新城 陶然庭园 实用三房 望花园,3室2厅,108.73平米,690,单价63460元/平米,南 北,其他,有电梯,高楼层(共36层),2006年建塔楼,14人关注,共0次带看,9个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003255374.html
127,天河,沙太南,侨乐新村嘉德利湾 ,侨乐新村实用电梯二房,2室1厅,74.34平米,370,单价49772元/平米,东,其他,有电梯,低楼层(共11层),2004年建塔楼,2人关注,共1次带看,6个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003261458.html
128,天河,珠江新城东,跑马地花园 ,跑马地花园 新装修两房 证过五年,2室2厅,86.2平米,480,单价55685元/平米,北,其他,有电梯,中楼层(共32层),1999年建塔楼,47人关注,共1次带看,5个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003308689.html
129,天河,天河公园,东方都会广场 ,东方都会广场 复式四房 南向 安静舒适,4室1厅,54.34平米,480,单价88333元/平米,南,精装,有电梯,低楼层(共23层),2004年建塔楼,67人关注,共0次带看,一年前发布,https://gz.lianjia.com/ershoufang/GZ0002619470.html
130,天河,天河公园,新世界东逸花园 ,新世界东逸花园 方正3房 安静舒适,3室2厅,113.94平米,738,单价64771元/平米,西北,精装,有电梯,低楼层(共28层),2003年建塔楼,48人关注,共1次带看,一年前发布,https://gz.lianjia.com/ershoufang/GZ0002272483.html
131,天河,天河公园,翠湖山庄 ,翠湖山庄 实用两房 小区配套,2室1厅,84.47平米,395,单价46763元/平米,东南,简装,有电梯,中楼层(共17层),1999年建塔楼,12人关注,共2次带看,2个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003915013.html
132,天河,天河公园,华建小区 ,华建小区 方正四房 视野好,4室2厅,123.41平米,680,单价55101元/平米,西北,其他,有电梯,低楼层(共17层),2001年建塔楼,6人关注,共2次带看,2个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003761054.html
133,天河,华景新城,华景公安宿舍 ,华景新城 公安宿舍 精装两房,2室2厅,81.43平米,400,单价49122元/平米,南 北,其他,有电梯,高楼层(共9层),1998年建塔楼,34人关注,共1次带看,11个月以前发布,https://gz.lianjia.com/ershoufang/GZ0002846572.html
134,天河,棠下,富力天朗明居S区 ,天朗明居 精装2房 格局方正,2室2厅,71.34平米,330,单价46258元/平米,西,简装,有电梯,中楼层(共18层),2001年建塔楼,67人关注,共2次带看,10个月以前发布,https://gz.lianjia.com/ershoufang/GZ0002864432.html
135,天河,棠下,骏景花园 ,骏景花园南苑 精致三房 安静望花园,3室2厅,105平米,525,单价50000元/平米,北,精装,有电梯,中楼层(共20层),2003年建塔楼,3人关注,共1次带看,17天以前发布,https://gz.lianjia.com/ershoufang/GZ0004235343.html
136,天河,五山,华师大学宿舍北区 ,华师北校期  安静两房 南北对流 新装修,2室2厅,63平米,435,单价69048元/平米,南,其他,无电梯,低楼层(共6层),2000年建板楼,4人关注,共2次带看,17天以前发布,https://gz.lianjia.com/ershoufang/GZ0004231761.html
137,天河,东圃,天河广场 ,天河广场 东南单位，位置安静,3室2厅,111.93平米,400,单价35737元/平米,东南,简装,有电梯,低楼层(共32层),1996年建塔楼,0人关注,共0次带看,9天以前发布,https://gz.lianjia.com/ershoufang/GZ0004298762.html
138,天河,华景新城,华景新城怡翠居 ,华景新城四期 精装三房,3室1厅,86平米,390,单价45349元/平米,西北,其他,无电梯,中楼层(共9层),1996年建塔楼,5人关注,共4次带看,2个月以前发布,https://gz.lianjia.com/ershoufang/GZ0004224217.html
139,天河,天河南,六运小区 ,天河六运小区 低楼层 新装修两房,2室2厅,69.78平米,352,单价50445元/平米,南,精装,无电梯,中楼层(共8层),1990年建塔楼,35人关注,共13次带看,3个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003573880.html
140,天河,珠江新城东,尚东宏御 ,尚东宏御 3室2厅 880万,3室2厅,103平米,880,单价85437元/平米,北,精装,有电梯,高楼层(共30层),2008年建塔楼,7人关注,共1次带看,一年前发布,https://gz.lianjia.com/ershoufang/GZ0004005139.html
141,天河,东莞庄,农工商学院 ,农工商 南北对流二房 精致装修,2室2厅,76.36平米,290,单价37978元/平米,南 北,其他,无电梯,高楼层(共8层),1996年建塔楼,15人关注,共3次带看,3个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003622913.html
142,天河,五山,汇景新城上城勋堡 ,汇景新城 精装修  视野开阔 包车位,3室2厅,161.41平米,1100,单价68150元/平米,南 北,其他,有电梯,低楼层(共26层),2007年建塔楼,11人关注,共2次带看,1个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003977611.html
143,天河,华景新城,珠江俊园 ,珠江俊园 精装大三房带主套 采光好,3室2厅,124平米,790,单价63710元/平米,东,其他,有电梯,低楼层(共28层),2007年建塔楼,4人关注,共2次带看,1个月以前发布,https://gz.lianjia.com/ershoufang/GZ0004235668.html
144,天河,华景新城,加拿大花园 ,加拿大花园 精装三房 安静舒适,3室2厅,98.78平米,410,单价41507元/平米,西北,其他,有电梯,中楼层(共25层),1995年建塔楼,1人关注,共2次带看,3个月以前发布,https://gz.lianjia.com/ershoufang/GZ0004174937.html
145,天河,华景新城,加拿大花园 ,加拿大花园 东北向三房 安静舒适,3室2厅,85.83平米,385,单价44857元/平米,东北,简装,有电梯,中楼层(共25层),1995年建塔楼,9人关注,共1次带看,8个月以前发布,https://gz.lianjia.com/ershoufang/GZ0004232367.html
146,天河,华景新城,华景新城信华花园 ,华景新城 安静三房 温馨采光,3室2厅,108.17平米,650,单价60091元/平米,东北,其他,有电梯,高楼层(共28层),2012年建塔楼,11人关注,共0次带看,7个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003208287.html
147,天河,粤垦,金燕花园 ,金燕花园 实用三房 采光通风好,3室2厅,91平米,300,单价32968元/平米,西北,其他,无电梯,高楼层(共9层),1996年建塔楼,43人关注,共0次带看,6个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003260899.html
148,天河,华景新城,华景新城怡翠居 ,华景四期 精装三房两卫,3室2厅,123平米,516,单价41952元/平米,东 西,简装,无电梯,低楼层(共9层),1996年建塔楼,24人关注,共1次带看,5个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003323858.html
149,天河,沙太南,天河北苑 ,天河北苑 实用四房 精装修,4室2厅,111.73平米,335,单价29983元/平米,南 北,其他,无电梯,中楼层(共9层),1998年建塔楼,38人关注,共0次带看,11个月以前发布,https://gz.lianjia.com/ershoufang/GZ0002922298.html
150,天河,东圃,天雅居 ,天雅居 三房 采光通风好,3室2厅,105.5平米,366,单价34692元/平米,南,精装,有电梯,中楼层(共13层),1999年建塔楼,48人关注,共0次带看,7个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003169470.html
151,天河,五山,汇景新城棕榈园 ,汇景新城棕榈园 4室2厅 1600万,4室2厅,239.18平米,1600,单价66896元/平米,南 北,精装,有电梯,高楼层(共26层),2006年建塔楼,33人关注,共0次带看,8个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003110391.html
152,天河,东莞庄,春晖苑 ,粤垦路 春晖苑 三房两厅 视野开阔,3室2厅,96平米,368,单价38334元/平米,西,其他,无电梯,高楼层(共9层),1997年建塔楼,32人关注,共0次带看,5个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003305524.html
153,天河,天润路,金鼎大厦 ,"金鼎大厦 安静舒适,实用三房",3室2厅,135平米,620,单价45926元/平米,东北,其他,有电梯,高楼层(共30层),1998年建塔楼,5人关注,共1次带看,5个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003342487.html
154,天河,天河北,鸿翔大厦 ,鸿翔大厦 大三房 户型方正,3室2厅,121.95平米,710,单价58221元/平米,西南,简装,有电梯,高楼层(共29层),2002年建塔楼,46人关注,共0次带看,一年前发布,https://gz.lianjia.com/ershoufang/GZ0002652475.html
155,天河,沙太南,侨乐新村嘉德利湾 ,侨乐新村 电梯三房,3室1厅,104.45平米,450,单价43083元/平米,东南,其他,有电梯,中楼层(共11层),2004年建塔楼,3人关注,共0次带看,10个月以前发布,https://gz.lianjia.com/ershoufang/GZ0002939547.html
156,天河,石牌,MBA国际公寓 ,MBA国际公寓 1室1厅 258万,1室1厅,64平米,258,单价40313元/平米,北,精装,有电梯,低楼层(共29层),2007年建塔楼,20人关注,共0次带看,一年前发布,https://gz.lianjia.com/ershoufang/GZ0002607350.html
157,天河,东圃,雅怡阁 ,雅怡阁 附楼 三房两厅 中层楼 满五年,3室2厅,96平米,290,单价30209元/平米,东,精装,无电梯,中楼层(共7层),2000年建塔楼,84人关注,共0次带看,一年前发布,https://gz.lianjia.com/ershoufang/GZ0003056870.html
158,天河,天河北,天誉花园 ,天誉花园 一房一厅  采光好 环境好,1室1厅,60.58平米,395,单价65204元/平米,南,简装,有电梯,高楼层(共30层),2000年建塔楼,47人关注,共5次带看,6个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003255520.html
